Date,Bid Strategy Status,Bid strategy,Bid strategy type,System Status,Account,Campaigns,Currency code,Target CPA,Avg. Target CPA,Actual CPA,Cost / conv.,Cost (Converted currency) / conv.,Cost,Cost (Converted currency),Conversions,Conv. rate,Converted currency code
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania 2 - Maximize Conversions - Competitors,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,4,USD,3,3.25,3.35,3.35,3.35,1043.97,1043.97,311.95,0.4387,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Central - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,6.14,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Southern - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,15,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Illinois - Maximize Conversions (tCPA) - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,10,USD,25.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Northeast - Maximize Conversion - Non-Brand - Brakes,Maximize Conversions,Active,NTB,2,USD,7,7,7.43,7.43,7.43,866.05,866.05,116.49,0.2912,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Alabama - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),Mavis Tire Express Services MCC,1,USD,9,10,11.23,11.23,11.23,2004.1,2004.1,178.5,0.321,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_MAVIS - Florida - Maximize Conversions (tCPA) - Non-Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia 2 - Maximize Conversions - Non-Brand - Tires_ T2,Maximize Conversions,Active,Mavis Discount Tire,1,USD,5,6.22,7.05,7.05,7.05,14253.53,14253.53,2022.01,0.3025,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Florida - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Michigan - Ohio - Maximize Conversions (tCPA) - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,10,USD,13,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - South Carolinas 2 - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,3.4,3.52,3.54,3.54,3.54,1228.53,1228.53,347.46,0.4171,USD
"February 22, 2026 - February 28, 2026",Enabled,Ft Myers FL | Brand - Tire Kingdom Trademark - B - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MELVIN - Rhode Island - Maximize Conversions (tCPA) - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,10,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,ACR - Old Campaigns,Maximize Conversions,Inactive,Tire Kingdom,152,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - South Carolinas 2 - Maximize Conversions - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,4,4.41,5.27,5.27,5.27,557.79,557.79,105.9,0.3729,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey 2 - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,6,USD,4,5.48,6.56,6.56,6.56,20002.28,20002.28,3050.92,0.343,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Texas - Maximize Conversion - Oil Change,Maximize Conversions,Active,Brakes Plus,1,USD,10,10.92,12.08,12.08,12.08,5152.78,5152.78,426.4,0.2257,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Midwest - PP 1124 - Maximize Conversion - Non Brand - Brakes,Maximize Conversions,Inactive,Brakes Plus,1,USD,9.7,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Dallas PP 1224 - Maximize Conversion - Brand,Target CPA,Inactive,NTB,4,USD,13,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Alabama - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,10.5,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Midwest - Maximize Conversion - Competitors,Maximize Conversions,Active,Brakes Plus,5,USD,4,4.91,6.51,6.51,6.51,202.82,202.82,31.17,0.3213,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Westchester - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,12,USD,17,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachusetts - Maximize Conversions Non-Brand - Oil Change,Target CPA,Limited (budget constrained),Mavis Discount Tire,1,USD,4,4,4.93,4.93,4.93,101.03,101.03,20.5,0.2929,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC-  Central Eastern - Maximize Conversion - Non Brand - Brakes,Maximize Conversions,Active,Express Oil Change & Tire Engineers,1,USD,5.5,5.5,6.48,6.48,6.48,623.03,623.03,96.21,0.2933,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Greater Philadelphia - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Enhanced,Enhanced CPC,Inactive,NTB,14,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,West Palm Beach FL | Brand - Tire Kingdom Trademark - B - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey 2 - Maximize Conversions - Brand,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,7,USD,2.5,2.6,3.16,3.16,3.16,19182.19,19182.19,6067.35,0.4377,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - North Carolina - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,16,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Inspection,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,3.82,4.19,4.82,4.82,4.82,2039.68,2039.68,422.99,0.4379,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - West Central - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,5,USD,4.25,4.79,5.77,5.77,5.77,6912.95,6912.95,1198.76,0.3676,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - UPS - Maximize Conversions - New Jersey,Target CPA,Inactive,Mavis Discount Tire,0,USD,15,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - ARIZONA - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Inactive,Mavis Tire Express Services MCC,2,USD,10,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Alabama - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Tire Express Services MCC,1,USD,6,6,6.84,6.84,6.84,2692.12,2692.12,393.45,0.3507,USD
"February 22, 2026 - February 28, 2026",Enabled,West Palm Beach FL | NB - COMP - Tires - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Ex Westchester - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,18,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,4.5,4.5,5.32,5.32,5.32,1083.91,1083.91,203.57,0.3468,USD
"February 22, 2026 - February 28, 2026",Enabled,AGT - Florida - Maximize Conversions (tCPA) - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Carolinas - Maximize Conversions (tCPA) - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,8,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Michigan - Ohio - Maximize Conversions (tCPA) - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,17,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,AGT 2 - Florida - Maximize Conversions - Non-Brand - Other Services,Maximize Conversions,Active,Mavis Discount Tire,1,USD,5,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Texas - Maximize Conversion - Non Brand - Wheel Alignment,Maximize Conversions,Active,Brakes Plus,1,USD,9,9.17,10.39,10.39,10.39,3552.05,3552.05,341.88,0.2665,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - GULF STATES - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Active,Mavis Tire Express Services MCC,11,USD,7.85,7.85,15.33,15.33,15.33,146.93,146.93,9.58,0.1775,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southern - Maximize Conversion - Competitors,Maximize Conversions,Active,Express Oil Change & Tire Engineers,7,USD,4,4,4.72,4.72,4.72,1102.86,1102.86,233.63,0.2579,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF - Michigan - Ohio - Maximize Conversions (tCPA) - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,3,USD,9.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Colorado - Maximize Conversion - Non Brand - Services,Maximize Conversions,Active,Brakes Plus,1,USD,5,5.5,5.99,5.99,5.99,579.04,579.04,96.65,0.362,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Louisiana - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20.48,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Colorado - Maximize Conversion - Competitors,Maximize Conversions,Active,Brakes Plus,5,USD,4,4.81,6.71,6.71,6.71,501.38,501.38,74.7,0.3152,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - North Carolina - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,17,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,AGT - Florida - Maximize Conversions (tCPA) - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,14,USD,17,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_GAT - Texas - Maximize Conversions (tCPA) - Non-Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,15,USD,87,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southeastern - Maximize Conversion - Oil Change,Maximize Conversions,Active,Express Oil Change & Tire Engineers,6,USD,4.2,3.87,4.08,4.08,4.08,13235.63,13235.63,3242.47,0.4853,USD
"February 22, 2026 - February 28, 2026",Enabled,AGT - Florida - Maximize Conversions (tCPA) - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,9.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Central Eastern - Maximize Conversion - Non-Brand - Oil Change_PP 1124_TN,Maximize Conversions,Inactive,Express Oil Change & Tire Engineers,1,USD,7.3,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Washington DC | NB - COMP - Tires - E - Enhanced CPC,Enhanced CPC,Inactive,NTB,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Top of Page,Target search page location,Active,NTB,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Southwest - PP 0824 - Maximize Conversion - Oil Change,Maximize Conversions,Inactive,Brakes Plus,2,USD,11,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Arizona - T2 -  Maximize Conversion - Non Brand - Brakes,Maximize Conversions,Active,Brakes Plus,1,USD,15.37,15.37,19.04,19.04,19.04,1161.33,1161.33,60.99,0.1639,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Arizona - Maximize Conversion - Oil Change,Maximize Conversions,Active,Brakes Plus,1,USD,11,11,13.42,13.42,13.42,4558.3,4558.3,339.6,0.2381,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Hudson Valley - Maximize Conversions - Competitors,Maximize Conversions,Active,Mavis Discount Tire,4,USD,2.8,3,2.79,2.79,2.79,223.43,223.43,79.97,0.5227,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Active,Mavis Discount Tire,2,USD,13,13,13.99,13.99,13.99,2766.07,2766.07,197.72,0.2561,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Southwest - PP 0824- Maximize Conversion - Non Brand - Wheel Alignment,Maximize Conversions,Inactive,Brakes Plus,1,USD,8.5,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_MAVIS - Mississippi - Maximize Conversions (tCPA) - Non-Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Maximize Conversion - PMX,Maximize Conversions,Inactive,NTB,0,USD,16,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - UPS - Maximize Conversions - Georgia,Target CPA,Inactive,Mavis Discount Tire,6,USD,7,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - NYC Boroughs - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Southwest - BR,Maximize Conversions,Inactive,Brakes Plus,0,USD,14,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Texas - Maximize Conversion - Competitors,Maximize Conversions,Limited (budget constrained),NTB,4,USD,4.2,5.69,6.22,6.22,6.22,1860.2,1860.2,298.99,0.2562,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Greater Philadelphia - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,6.14,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island - Maximize Conversions - Non-Brand - Oil Change,Target CPA,Limited (budget constrained),Mavis Discount Tire,1,USD,5.1,5.22,6.02,6.02,6.02,621.89,621.89,103.33,0.3799,USD
"February 22, 2026 - February 28, 2026",Enabled,MELVIN 2 - Rhode Island Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,3,USD,9,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,TUF 2 - National - Maximize Conversions - Brand,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,4,USD,3.5,3.5,4.51,4.51,4.51,375.02,375.02,83.15,0.5039,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois 2 - Maximize Conversions - Non-brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,2.25,2.5,2.81,2.81,2.81,493.92,493.92,175.91,0.3634,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Hudson Valley - Maximize Conversions - Non-Brand - Inspection,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,1,USD,4.5,4.5,5.74,5.74,5.74,1940.38,1940.38,338.02,0.3935,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Virginias - Maximize Conversion - Non-Brand - Auto Service,Maximize Conversions,Limited (budget constrained),NTB,1,USD,3.8,4.16,4.26,4.26,4.26,889.43,889.43,208.55,0.3453,USD
"February 22, 2026 - February 28, 2026",Enabled,Ft Myers FL | NB - Tires - E - Enhanced CPC,Enhanced CPC,Inactive,Tire Kingdom,0,USD, --,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia 2 - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,2,USD,8.5,10.2,11.83,11.83,11.83,6695.11,6695.11,566.05,0.3017,USD
"February 22, 2026 - February 28, 2026",Enabled,MELVIN - Rhode Island - Maximize Conversions (tCPA) - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,9,USD,22,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Greater Atlanta - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Midwest - Maximize Conversion - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),NTB,5,USD,4.8,5.38,5.4,5.4,5.4,6178.31,6178.31,1143.67,0.3517,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Alabama - Maximize Conversions - Brand,Maximize Conversions,Active,Express Oil Change & Tire Engineers,14,USD,3.5,3.88,5.21,5.21,5.21,22043.54,22043.54,4232.91,0.3638,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Western - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_GAT - Texas - Maximize Conversions (tCPA) - Non-Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,9,USD,53,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Southeastern - Maximize Conversion - Competitors,Maximize Conversions,Active,Express Oil Change & Tire Engineers,7,USD,3.75,3.75,4.2,4.2,4.2,958.03,958.03,228,0.267,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Central Eastern - Maximize Conversion - Brand_PP 1124_TN,Maximize Conversions,Inactive,Express Oil Change & Tire Engineers,5,USD,6.2,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Massachusetts - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,Old- MAVIS - Texas - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,25.6,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MELVIN 2 - Rhode Island Maximize Conversions - Competitors,Maximize Conversions,Inactive,Mavis Discount Tire,4,USD,12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - West Central - Maximize Conversions - Competitors,Maximize Conversions,Active,Mavis Discount Tire,4,USD,2.8,3.29,4.1,4.1,4.1,504.07,504.07,122.82,0.3937,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Alabama - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Active,Mavis Tire Express Services MCC,1,USD,4.8,5.56,6.57,6.57,6.57,10565.31,10565.31,1606.97,0.3511,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania 2 - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,4,USD,4,4.5,5.16,5.16,5.16,2598.31,2598.31,503.8,0.3656,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Southwest - PP 0824 -  Maximize Conversion - Non Brand - Services,Maximize Conversions,Inactive,Brakes Plus,1,USD,11.4,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - South Carolina - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Illinois - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,20.48,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,22,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,JWT - Pennsylvania - Maximize Conversions (tCPA) - Brand - Exact,Maximize Conversions,Active,Mavis Discount Tire,8,USD,5.5,5.5,6.04,6.04,6.04,718.43,718.43,118.96,0.5084,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Florida 2 - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Limited (budget constrained),Mavis Discount Tire,5,USD,5.65,6.1,6.85,6.85,6.85,28269.08,28269.08,4125.12,0.3576,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Texas - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,5,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - TEXAS - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Active,Mavis Discount Tire,1,USD,5,5.65,6.15,6.15,6.15,7637.65,7637.65,1242.57,0.3208,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Gulf States - Maximize Conversions - Non-Brand - Brakes,Maximize Conversions,Active,Mavis Discount Tire,2,USD,7.65,8.33,9.4,9.4,9.4,1667.59,1667.59,177.39,0.3366,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - UPS - Maximize Conversions - Gulf States,Target CPA,Inactive,Mavis Discount Tire,6,USD,8,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,JWT - Pennsylvania - Maximize Conversions (tCPA) - CP,Maximize Conversions,Inactive,Mavis Discount Tire,4,USD,11,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,NTB - Virginias - Maximize Conversions Non-Brand - Oil Change,Maximize Conversions,Active,NTB,1,USD,7,7,8.86,8.86,8.86,1047.75,1047.75,118.32,0.2653,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Pennsylvania - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Western - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Mississippi - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - ALABAMA - Maximize Conversions - Non-Brand - New Stores,Maximize Conversions,Inactive,Mavis Tire Express Services MCC,2,USD,6.51,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Midwest- PP 1124- Maximize Conversion - Non Brand - Wheel Alignment,Maximize Conversions,Inactive,Brakes Plus,1,USD,9.5,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Georgia - Greater Atlanta - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,18,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Long Island - Maximize Conversions - Non-Brand - Services,Maximize Conversions,Inactive,Mavis Discount Tire,10,USD,15,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - Mississippi - Maximize Conversions - Trademark - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,5.12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Greater Philadelphia - Maximize Conversions - Non-Brand - Tires,Maximize Conversions,Inactive,Mavis Discount Tire,8,USD,17,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New York - Westchester - Maximize Conversions - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,BP - Texas - Maximize Conversion - Non Brand - Services,Maximize Conversions,Active,Brakes Plus,1,USD,5.5,5.98,6.97,6.97,6.97,4172.66,4172.66,598.98,0.2377,USD
"February 22, 2026 - February 28, 2026",Enabled,EOC - Maximize Conversion - New Stores,Maximize Conversions,Inactive,Express Oil Change & Tire Engineers,6,USD,12,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,zz_GAT - Texas - Maximize Conversions (tCPA) - Trademark - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,1,USD,8,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - North Carolina - Maximize Conversions - Brand - Phrase,Maximize Conversions,Inactive,Mavis Discount Tire,6,USD,7.68,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - UPS - Maximize Conversions -  New York,Target CPA,Inactive,Mavis Discount Tire,0,USD,15,0,0,0,0,0,0,0,0,USD
"February 22, 2026 - February 28, 2026",Enabled,MAVIS - New Jersey - Northern - Maximize Conversions - Brand - Exact,Maximize Conversions,Inactive,Mavis Discount Tire,7,USD,6.14,0,0,0,0,0,0,0,0,USD
