1,2,3,4,5,6,7,8,9,
NTB_G_SEM_BR_TEXAS_BRAND ONLY,NTB,G,SEM,BR,BR,BR,TEXAS,BRAND ONLY,
NTB_G_SEM_BR_TEXAS_BRAND+,NTB,G,SEM,BR,BR,BR,TEXAS,BRAND+,
NTB_G_SEM_BR_TEXAS_BRAND+SERVICES,NTB,G,SEM,BR,BR,BR,TEXAS,BRAND+SERVICES,
NTB_G_SEM_BR_TEXAS_BRAND+TIRES,NTB,G,SEM,BR,BR,BR,TEXAS,BRAND+TIRES,
NTB_G_SEM_BR_VIRGINIAS_BRAND ONLY,NTB,G,SEM,BR,BR,BR,VIRGINIAS,BRAND ONLY,
NTB_G_SEM_BR_VIRGINIAS_BRAND+,NTB,G,SEM,BR,BR,BR,VIRGINIAS,BRAND+,
NTB_G_SEM_BR_VIRGINIAS_BRAND+SERVICES,NTB,G,SEM,BR,BR,BR,VIRGINIAS,BRAND+SERVICES,
NTB_G_SEM_BR_VIRGINIAS_BRAND+TIRES,NTB,G,SEM,BR,BR,BR,VIRGINIAS,BRAND+TIRES,
NTB_G_SEM_CP_CAROLINAS_COMPETITORS,NTB,G,SEM,CP,CP,CP,CAROLINAS,COMPETITORS,
NTB_G_SEM_CP_CAROLINAS_DISCOUNT TIRE,NTB,G,SEM,CP,CP,CP,CAROLINAS,DISCOUNT TIRE,
NTB_G_SEM_CP_CAROLINAS_FIRESTONE,NTB,G,SEM,CP,CP,CP,CAROLINAS,FIRESTONE,
NTB_G_SEM_CP_CAROLINAS_GOODYEAR,NTB,G,SEM,CP,CP,CP,CAROLINAS,GOODYEAR,
NTB_G_SEM_CP_MIDWEST_COMPETITORS,NTB,G,SEM,CP,CP,CP,MIDWEST,COMPETITORS,
NTB_G_SEM_CP_MIDWEST_DISCOUNT TIRE,NTB,G,SEM,CP,CP,CP,MIDWEST,DISCOUNT TIRE,
NTB_G_SEM_CP_MIDWEST_FIRESTONE,NTB,G,SEM,CP,CP,CP,MIDWEST,FIRESTONE,
NTB_G_SEM_CP_MIDWEST_GOODYEAR,NTB,G,SEM,CP,CP,CP,MIDWEST,GOODYEAR,
NTB_G_SEM_CP_NORTHEAST_COMPETITORS,NTB,G,SEM,CP,CP,CP,NORTHEAST,COMPETITORS,
NTB_G_SEM_CP_NORTHEAST_DISCOUNT TIRE,NTB,G,SEM,CP,CP,CP,NORTHEAST,DISCOUNT TIRE,
NTB_G_SEM_CP_NORTHEAST_FIRESTONE,NTB,G,SEM,CP,CP,CP,NORTHEAST,FIRESTONE,
NTB_G_SEM_CP_NORTHEAST_GOODYEAR,NTB,G,SEM,CP,CP,CP,NORTHEAST,GOODYEAR,
NTB_G_SEM_CP_SOUTHEAST_COMPETITORS,NTB,G,SEM,CP,CP,CP,SOUTHEAST,COMPETITORS,
NTB_G_SEM_CP_SOUTHEAST_DISCOUNT TIRE,NTB,G,SEM,CP,CP,CP,SOUTHEAST,DISCOUNT TIRE,
NTB_G_SEM_CP_SOUTHEAST_FIRESTONE,NTB,G,SEM,CP,CP,CP,SOUTHEAST,FIRESTONE,
NTB_G_SEM_CP_SOUTHEAST_GOODYEAR,NTB,G,SEM,CP,CP,CP,SOUTHEAST,GOODYEAR,
NTB_G_SEM_CP_TEXAS_COMPETITORS,NTB,G,SEM,CP,CP,CP,TEXAS,COMPETITORS,
NTB_G_SEM_CP_TEXAS_DISCOUNT TIRE,NTB,G,SEM,CP,CP,CP,TEXAS,DISCOUNT TIRE,
NTB_G_SEM_CP_TEXAS_FIRESTONE,NTB,G,SEM,CP,CP,CP,TEXAS,FIRESTONE,
NTB_G_SEM_CP_TEXAS_GOODYEAR,NTB,G,SEM,CP,CP,CP,TEXAS,GOODYEAR,
NTB_G_SEM_CP_VIRGINIAS_COMPETITORS,NTB,G,SEM,CP,CP,CP,VIRGINIAS,COMPETITORS,
NTB_G_SEM_CP_VIRGINIAS_DISCOUNT TIRE,NTB,G,SEM,CP,CP,CP,VIRGINIAS,DISCOUNT TIRE,
NTB_G_SEM_CP_VIRGINIAS_FIRESTONE,NTB,G,SEM,CP,CP,CP,VIRGINIAS,FIRESTONE,
NTB_G_SEM_CP_VIRGINIAS_GOODYEAR,NTB,G,SEM,CP,CP,CP,VIRGINIAS,GOODYEAR,
NTB_G_SEM_NB OIL CHANGE_CAROLINAS_OIL CHANGE,NTB,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,CAROLINAS,OIL CHANGE,
NTB_G_SEM_NB OIL CHANGE_MIDWEST_OIL CHANGE,NTB,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,MIDWEST,OIL CHANGE,
NTB_G_SEM_NB OIL CHANGE_NORTHEAST_OIL CHANGE,NTB,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,NORTHEAST,OIL CHANGE,
NTB_G_SEM_NB OIL CHANGE_SOUTHEAST_OIL CHANGE,NTB,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,SOUTHEAST,OIL CHANGE,
NTB_G_SEM_NB OIL CHANGE_TEXAS_OIL CHANGE,NTB,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,TEXAS,OIL CHANGE,
NTB_G_SEM_NB OIL CHANGE_VIRGINIAS_OIL CHANGE,NTB,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,VIRGINIAS,OIL CHANGE,
NTB_G_SEM_NB SERVICE_CAROLINAS_AUTO SERVICE,NTB,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,CAROLINAS,AUTO SERVICE,
NTB_G_SEM_NB SERVICE_CAROLINAS_BRAKES,NTB,G,SEM,NB BRAKES,NB SERVICE,BRAKES,CAROLINAS,BRAKES,
NTB_G_SEM_NB SERVICE_CAROLINAS_TIRE SERVICE,NTB,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,CAROLINAS,TIRE SERVICE,
NTB_G_SEM_NB SERVICE_MIDWEST_AUTO SERVICE,NTB,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,MIDWEST,AUTO SERVICE,
NTB_G_SEM_NB SERVICE_MIDWEST_BRAKES,NTB,G,SEM,NB BRAKES,NB SERVICE,BRAKES,MIDWEST,BRAKES,
NTB_G_SEM_NB SERVICE_MIDWEST_TIRE SERVICE,NTB,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,MIDWEST,TIRE SERVICE,
NTB_G_SEM_NB SERVICE_NORTHEAST_AUTO SERVICE,NTB,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,NORTHEAST,AUTO SERVICE,
NTB_G_SEM_NB SERVICE_NORTHEAST_BRAKES,NTB,G,SEM,NB BRAKES,NB SERVICE,BRAKES,NORTHEAST,BRAKES,
NTB_G_SEM_NB SERVICE_NORTHEAST_TIRE SERVICE,NTB,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,NORTHEAST,TIRE SERVICE,
NTB_G_SEM_NB SERVICE_SOUTHEAST_AUTO SERVICE,NTB,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,SOUTHEAST,AUTO SERVICE,
NTB_G_SEM_NB SERVICE_SOUTHEAST_BRAKES,NTB,G,SEM,NB BRAKES,NB SERVICE,BRAKES,SOUTHEAST,BRAKES,
NTB_G_SEM_NB SERVICE_SOUTHEAST_TIRE SERVICE,NTB,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,SOUTHEAST,TIRE SERVICE,
NTB_G_SEM_NB SERVICE_TEXAS_AUTO SERVICE,NTB,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,TEXAS,AUTO SERVICE,
NTB_G_SEM_NB SERVICE_TEXAS_BRAKES,NTB,G,SEM,NB BRAKES,NB SERVICE,BRAKES,TEXAS,BRAKES,
NTB_G_SEM_NB SERVICE_TEXAS_TIRE SERVICE,NTB,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,TEXAS,TIRE SERVICE,
NTB_G_SEM_NB SERVICE_VIRGINIAS_AUTO SERVICE,NTB,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,VIRGINIAS,AUTO SERVICE,
NTB_G_SEM_NB SERVICE_VIRGINIAS_BRAKES,NTB,G,SEM,NB BRAKES,NB SERVICE,BRAKES,VIRGINIAS,BRAKES,
NTB_G_SEM_NB SERVICE_VIRGINIAS_TIRE SERVICE,NTB,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,VIRGINIAS,TIRE SERVICE,
NTB_G_SEM_NB TIRES_CAROLINAS_TIRES,NTB,G,SEM,NB TIRES,NB TIRES,NB TIRES,CAROLINAS,TIRES,
NTB_G_SEM_NB TIRES_MIDWEST_TIRES,NTB,G,SEM,NB TIRES,NB TIRES,NB TIRES,MIDWEST,TIRES,
NTB_G_SEM_NB TIRES_NORTHEAST_TIRES,NTB,G,SEM,NB TIRES,NB TIRES,NB TIRES,NORTHEAST,TIRES,
NTB_G_SEM_NB TIRES_SOUTHEAST_TIRES,NTB,G,SEM,NB TIRES,NB TIRES,NB TIRES,SOUTHEAST,TIRES,
NTB_G_SEM_NB TIRES_TEXAS_TIRES,NTB,G,SEM,NB TIRES,NB TIRES,NB TIRES,TEXAS,TIRES,
NTB_G_SEM_NB TIRES_VIRGINIAS_TIRES,NTB,G,SEM,NB TIRES,NB TIRES,NB TIRES,VIRGINIAS,TIRES,
TK_G_PMX_FLORIDA,TK,G,PMX,PMX,PMX,PMX,FLORIDA,,
TK_G_SEM_BR_FLORIDA_BRAND ONLY,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND ONLY,
TK_G_SEM_BR_FLORIDA_BRAND+,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND+,
TK_G_SEM_BR_FLORIDA_BRAND+SERVICES,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND+SERVICES,
TK_G_SEM_BR_FLORIDA_BRAND+TIRES,TK,G,SEM,BR,BR,BR,FLORIDA,BRAND+TIRES,
TK_G_SEM_CP_FLORIDA_COMPETITORS,TK,G,SEM,CP,CP,CP,FLORIDA,COMPETITORS,
TK_G_SEM_CP_FLORIDA_DISCOUNT TIRE,TK,G,SEM,CP,CP,CP,FLORIDA,DISCOUNT TIRE,
TK_G_SEM_CP_FLORIDA_FIRESTONE,TK,G,SEM,CP,CP,CP,FLORIDA,FIRESTONE,
TK_G_SEM_CP_FLORIDA_GOODYEAR,TK,G,SEM,CP,CP,CP,FLORIDA,GOODYEAR,
TK_G_SEM_NB OIL CHANGE_FLORIDA_OIL CHANGE,TK,G,SEM,NB OIL CHANGE,NB OIL CHANGE,OIL CHANGE,FLORIDA,OIL CHANGE,
TK_G_SEM_NB SERVICE_FLORIDA_AUTO SERVICE,TK,G,SEM,NB AUTO SERVICE,NB SERVICE,AUTO SERVICE,FLORIDA,AUTO SERVICE,
TK_G_SEM_NB SERVICE_FLORIDA_BRAKES,TK,G,SEM,NB BRAKES,NB SERVICE,BRAKES,FLORIDA,BRAKES,
TK_G_SEM_NB SERVICE_FLORIDA_TIRE SERVICE,TK,G,SEM,NB TIRE SERVICE,NB SERVICE,TIRE SERVICE,FLORIDA,TIRE SERVICE,
TK_G_SEM_NB TIRES_FLORIDA_TIRES,TK,G,SEM,NB TIRES,NB TIRES,NB TIRES,FLORIDA,TIRES,
BP_G_PMX_MIDWEST,BP,G,PMX,PMX,,,MIDWEST,,
BP_G_SEM_NS 5079_ARIZONA,BP,G,SEM,NS,NS 5079,,ARIZONA,,
BP_G_SEM_NS 5082_ARIZONA,BP,G,SEM,NS,NS 5082,,ARIZONA,,
EOC_G_SEM_NS 3196_SOUTHERN,EOC,G,SEM,NS,NS 3196,,SOUTHERN,,
EOC_G_SEM_NS 3246_SOUTHERN,EOC,G,SEM,NS,NS 3246,,SOUTHERN,,
EOC_G_SEM_NS 3259_SOUTHERN,EOC,G,SEM,NS,NS 3259,,SOUTHERN,,
ADT_G_SEM_BR_NEW YORK_BRAND ONLY,ADT,G,SEM,BR,BR,,NEW YORK,BRAND ONLY,
ADT_G_SEM_BR_NEW YORK_BRAND+,ADT,G,SEM,BR,BR,,NEW YORK,BRAND+,
ADT_G_SEM_CP_NEW YORK_COMPETITORS,ADT,G,SEM,CP,CP,,NEW YORK,COMPETITORS,
ADT_G_SEM_CP_NEW YORK_DISCOUNT TIRE,ADT,G,SEM,CP,CP,,NEW YORK,DISCOUNT TIRE,
ADT_G_SEM_CP_NEW YORK_FIRESTONE,ADT,G,SEM,CP,CP,,NEW YORK,FIRESTONE,
ADT_G_SEM_CP_NEW YORK_GOODYEAR,ADT,G,SEM,CP,CP,,NEW YORK,GOODYEAR,
ADT_G_SEM_NB TIRES_NEW YORK_TIRES,ADT,G,SEM,NB TIRES,NB TIRES,,NEW YORK,TIRES,
AGT_G_SEM_BR_FLORIDA_BRAND+TIRES,AGT,G,SEM,BR,BR,,FLORIDA,BRAND+TIRES,
AGT_G_SEM_NB SERVICE_FLORIDA_OTHER SERVICE,AGT,G,SEM,NB SERVICE,NB SERVICE,,FLORIDA,OTHER SERVICE,
JWT_G_SEM_BR_PENNSYLVANIA_FINANCING_EX,JWT,G,SEM,BR,BR,,PENNSYLVANIA,FINANCING,EX
MAVIS_G_SEM_BR_ALABAMA_BRAND ONLY,MAVIS,G,SEM,BR,BR,,ALABAMA,BRAND ONLY,
MAVIS_G_SEM_BR_ALABAMA_BRAND+,MAVIS,G,SEM,BR,BR,,ALABAMA,BRAND+,
MAVIS_G_SEM_BR_ALABAMA_BRAND+SERVICES,MAVIS,G,SEM,BR,BR,,ALABAMA,BRAND+SERVICES,
MAVIS_G_SEM_BR_ALABAMA_BRAND+TIRES,MAVIS,G,SEM,BR,BR,,ALABAMA,BRAND+TIRES,
MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND ONLY,MAVIS,G,SEM,BR,BR,,NORTH CAROLINA,BRAND ONLY,
MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND+,MAVIS,G,SEM,BR,BR,,NORTH CAROLINA,BRAND+,
MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND+SERVICES,MAVIS,G,SEM,BR,BR,,NORTH CAROLINA,BRAND+SERVICES,
MAVIS_G_SEM_BR_NORTH CAROLINAS_BRAND+TIRES,MAVIS,G,SEM,BR,BR,,NORTH CAROLINA,BRAND+TIRES,
MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND ONLY,MAVIS,G,SEM,BR,BR,,SOUTH CAROLINA,BRAND ONLY,
MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND+,MAVIS,G,SEM,BR,BR,,SOUTH CAROLINA,BRAND+,
MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND+SERVICES,MAVIS,G,SEM,BR,BR,,SOUTH CAROLINA,BRAND+SERVICES,
MAVIS_G_SEM_BR_SOUTH CAROLINAS_BRAND+TIRES,MAVIS,G,SEM,BR,BR,,SOUTH CAROLINA,BRAND+TIRES,
MAVIS_G_SEM_CP_ALABAMA_COMPETITORS,MAVIS,G,SEM,CP,CP,,ALABAMA,COMPETITORS,
MAVIS_G_SEM_CP_ALABAMA_DISCOUNT TIRE,MAVIS,G,SEM,CP,CP,,ALABAMA,DISCOUNT TIRE,
MAVIS_G_SEM_CP_ALABAMA_FIRESTONE,MAVIS,G,SEM,CP,CP,,ALABAMA,FIRESTONE,
MAVIS_G_SEM_CP_ALABAMA_GOODYEAR,MAVIS,G,SEM,CP,CP,,ALABAMA,GOODYEAR,
MAVIS_G_SEM_CP_NORTH CAROLINAS_COMPETITORS,MAVIS,G,SEM,CP,CP,,NORTH CAROLINA,COMPETITORS,
MAVIS_G_SEM_CP_NORTH CAROLINAS_DISCOUNT TIRE,MAVIS,G,SEM,CP,CP,,NORTH CAROLINA,DISCOUNT TIRE,
MAVIS_G_SEM_CP_NORTH CAROLINAS_FIRESTONE,MAVIS,G,SEM,CP,CP,,NORTH CAROLINA,FIRESTONE,
MAVIS_G_SEM_CP_NORTH CAROLINAS_GOODYEAR,MAVIS,G,SEM,CP,CP,,NORTH CAROLINA,GOODYEAR,
MAVIS_G_SEM_CP_SOUTH CAROLINAS_COMPETITORS,MAVIS,G,SEM,CP,CP,,SOUTH CAROLINA,COMPETITORS,
MAVIS_G_SEM_CP_SOUTH CAROLINAS_DISCOUNT TIRE,MAVIS,G,SEM,CP,CP,,SOUTH CAROLINA,DISCOUNT TIRE,
MAVIS_G_SEM_CP_SOUTH CAROLINAS_FIRESTONE,MAVIS,G,SEM,CP,CP,,SOUTH CAROLINA,FIRESTONE,
MAVIS_G_SEM_CP_SOUTH CAROLINAS_GOODYEAR,MAVIS,G,SEM,CP,CP,,SOUTH CAROLINA,GOODYEAR,
MAVIS_G_SEM_NB SERVICE_ALABAMA_AUTO SERVICE,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,,ALABAMA,AUTO SERVICE,
MAVIS_G_SEM_NB SERVICE_ALABAMA_BRAKES,MAVIS,G,SEM,NB BRAKES,NB SERVICE,,ALABAMA,BRAKES,
MAVIS_G_SEM_NB SERVICE_ALABAMA_TIRE SERVICE,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,,ALABAMA,TIRE SERVICE,
MAVIS_G_SEM_NB SERVICE_NORTH CAROLINAS_AUTO SERVICE,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,,NORTH CAROLINA,AUTO SERVICE,
MAVIS_G_SEM_NB SERVICE_NORTH CAROLINAS_BRAKES,MAVIS,G,SEM,NB BRAKES,NB SERVICE,,NORTH CAROLINA,BRAKES,
MAVIS_G_SEM_NB SERVICE_NORTH CAROLINAS_TIRE SERVICE,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,,NORTH CAROLINA,TIRE SERVICE,
MAVIS_G_SEM_NB SERVICE_SOUTH CAROLINAS_AUTO SERVICE,MAVIS,G,SEM,NB AUTO SERVICE,NB SERVICE,,SOUTH CAROLINA,AUTO SERVICE,
MAVIS_G_SEM_NB SERVICE_SOUTH CAROLINAS_BRAKES,MAVIS,G,SEM,NB BRAKES,NB SERVICE,,SOUTH CAROLINA,BRAKES,
MAVIS_G_SEM_NB SERVICE_SOUTH CAROLINAS_TIRE SERVICE,MAVIS,G,SEM,NB TIRE SERVICE,NB SERVICE,,SOUTH CAROLINA,TIRE SERVICE,
MAVIS_G_SEM_NB TIRES_ALABAMA_TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,,ALABAMA,TIRES,
MAVIS_G_SEM_NB TIRES_NORTH CAROLINAS_TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,,NORTH CAROLINA,TIRES,
MAVIS_G_SEM_NB TIRES_SOUTH CAROLINAS_TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,,SOUTH CAROLINA,TIRES,
MAVIS_G_SEM_NS 2191_ALABAMA,MAVIS,G,SEM,NS,NS 2191,,ALABAMA,,
MAVIS_G_SEM_NS 2222_NORTH CAROLINAS,MAVIS,G,SEM,NS,NS 2222,,NORTH CAROLINA,,
EOC_G_SEM_NS 3242_ALABAMA,EOC,G,SEM,NS,NS 3242,,ALABAMA,,
EOC_G_SEM_NS 3263_SOUTHERN,EOC,G,SEM,NS,NS 3263,,SOUTHERN,,
EOC_G_SEM_NS 3232_CENTRAL EASTERN,EOC,G,SEM,NS,NS 3232,,CENTRAL EASTERN,,
MAVIS_G_PMX_AA_NORTH CAROLINAS,MAVIS,G,PMX,PMX,PMX,PMX,NORTH CAROLINA,,
MAVIS_G_PMX_AA_SOUTH CAROLINAS,MAVIS,G,PMX,PMX,PMX,PMX,SOUTH CAROLINA,,
MAVIS_G_PMX_AA_FLORIDA_OIL Change,MAVIS,G,PMX,OIL CHANGE,PMX,PMX,FLORIDA,,
MAVIS_G_PMX_AA_GEORGIA_TIRE,MAVIS,G,PMX,TIRE,PMX,PMX,GEORGIA,,
MAVIS_G_PMX_AA_GEORGIA_OIL Change,MAVIS,G,PMX,OIL CHANGE,PMX,PMX,GEORGIA,,
MAVIS_G_PMX_AA_FLORIDA_TIRE,MAVIS,G,PMX,TIRE,PMX,PMX,FLORIDA,,
MAVIS_G_SEM_NB TIRES_ILLINOIS_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,ILLINOIS,TIRES,
MAVIS_G_SEM_NB TIRES_MASSACHUSETTS_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,MASSACHUSETTS,TIRES,
MAVIS_G_SEM_NB TIRES_NEW JERSEY_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW JERSEY,TIRES,
MAVIS_G_SEM_NB TIRES_NEW YORK - HUDSON VALLEY_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - HUDSON VALLEY,TIRES,
MAVIS_G_SEM_NB TIRES_NEW YORK - LONG ISLAND_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - LONG ISLAND,TIRES,
MAVIS_G_SEM_NB TIRES_NEW YORK - NYC BOROUGHS_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - NYC BOROUGHS,TIRES,
MAVIS_G_SEM_NB TIRES_NEW YORK - WEST CENTRAL_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NEW YORK - WEST CENTRAL,TIRES,
MAVIS_G_SEM_NB TIRES_PENNSYLVANIA_WINTER TIRES,MAVIS,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,PENNSYLVANIA,TIRES,
NTB_G_SEM_NB TIRES_MIDWEST_WINTER TIRES,NTB,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,MIDWEST,TIRES,
NTB_G_SEM_NB TIRES_NORTHEAST_WINTER TIRES,NTB,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,NORTHEAST,TIRES,
NTB_G_SEM_NB TIRES_VIRGINIAS_WINTER TIRES,NTB,G,SEM,NB TIRES,NB TIRES,WINTER TIRES,VIRGINIAS,TIRES,
MAVIS_G_SEM_NS 2264_NORTH CAROLINAS,MAVIS,G,SEM,NS,NS 2264,,NORTH CAROLINA,,
MAVIS_G_SEM_NS 2282_GULF STATES,MAVIS,G,SEM,NS,NS 2282,,GULF STATES,,
BP_G_SEM_NB_COLORADO_BRAKES_T2,BP,G,SEM,NB BRAKES T2,NB,BRAKES,COLORADO,BRAKES_T2,
BP_G_SEM_NB_ARIZONA_BRAKES_T2,BP,G,SEM,NB BRAKES T2,NB,BRAKES,ARIZONA,BRAKES_T2,
BP_G_SEM_NS 5112_TEXAS,,,,,,,,,
BP_G_SEM_NS 5097_COLORADO,,,,,,,,,
EOC_G_SEM_CP_ALABAMA_FIRESTONE,,,,,,,,,
EOC_G_SEM_CP_ALABAMA_DISCOUNT TIRE,,,,,,,,,
EOC_G_SEM_CP_ALABAMA_GOODYEAR,,,,,,,,,
EOC_G_SEM_NS 3241_SOUTHEASTERN,,,,,,,,,
EOC_G_SEM_NS 3239_CENTRAL EASTERN,,,,,,,,,
EOC_G_SEM_NS 3269_SOUTHERN,,,,,,,,,
EOC_G_SEM_NS 3274_CENTRAL EASTERN,,,,,,,,,
EOC_G_SEM_NS 3260_CENTRAL EASTERN,,,,,,,,,
EOC_G_SEM_NS 834_SOUTHEASTERN,,,,,,,,,
MAVIS_G_PMX_AA_NEW YORK - HUDSON VALLEY,,,,,,,,,
MAVIS_G_PMX_AA_GULF STATES,,,,,,,,,
MAVIS_G_PMX_AA_NEW YORK - WEST CENTRAL,,,,,,,,,
MAVIS_G_SEM_NB TIRES_GEORGIA_TIRES_T2,MAVIS,G,SEM,NB TIRES,NB TIRES,NB TIRES,GEORGIA,TIRES_T2,
MAVIS_G_PMX_AA_NEW YORK - NYC BOROUGHS,,,,,,,,,
MAVIS_G_SEM_NS 4449_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 4441_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 4430_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 4457_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 4466_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 4458_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 2276_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 2284_GEORGIA,,,,,,,,,
MAVIS_G_SEM_NS 2290_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 4456_GULF STATES,,,,,,,,,
MAVIS_G_SEM_NS 4398_SOUTH CAROLINA,,,,,,,,,
MAVIS_G_SEM_NS 2213_FLORIDA,,,,,,,,,
MAVIS_G_SEM_NS 4408_SOUTH CAROLINA,,,,,,,,,
MAVIS_G_SEM_NS 2281_NORTH CAROLINAS,,,,,,,,,
MAVIS_G_SEM_NS 2199_FLORIDA,,,,,,,,,
MAVIS_G_SEM_NS 2283_GEORGIA,,,,,,,,,
JWT_G_SEM_BR_PENNSYLVANIA_TIRE DEALS_EX,,,,,,,,,
MELVIN_G_SEM_BR_RHODE ISLAND_BRAND+TIRES,,,,,,,,,
MAVIS_G_SEM_NB TIRES_TEXAS_TIRES,,,,,,,,,
MAVIS_G_SEM_NB TIRES_TEXAS_TIRES_T2,,,,,,,,,
MAVIS_G_SEM_NB SERVICE_TEXAS_TIRE SERVICE,,,,,,,,,
MAVIS_G_SEM_CP_TEXAS_COMPETITORS,,,,,,,,,
MAVIS_G_SEM_NB OIL CHANGE_TEXAS_OIL CHANGE,,,,,,,,,
MAVIS_G_SEM_CP_TEXAS_DISCOUNT TIRE,,,,,,,,,
MAVIS_G_SEM_NB SERVICE_TEXAS_BRAKES,,,,,,,,,
MAVIS_G_SEM_BR_TEXAS_BRAND ONLY,,,,,,,,,
MAVIS_G_SEM_NB SERVICE_TEXAS_AUTO SERVICE,,,,,,,,,
MAVIS_G_SEM_CP_TEXAS_FIRESTONE,,,,,,,,,
MAVIS_G_SEM_BR_TEXAS_BRAND+,,,,,,,,,
MAVIS_G_SEM_BR_TEXAS_BRAND+SERVICES,,,,,,,,,
MAVIS_G_SEM_CP_TEXAS_GOODYEAR,,,,,,,,,
MAVIS_G_SEM_BR_TEXAS_BRAND+TIRES,,,,,,,,,
